sample_id	file_name	md5sum	file_size	object_id
GTEX-11NUK-0005-SM-5MR5F	GTEX-11NUK-0005-SM-5MR5F.Aligned.sortedByCoord.out.patched.md.bam	6a67f13833c0aa54b433e776fd60be8a	9088824349	dg.ANV0/dc470e7a-a6a2-4739-b833-b7aa87f62b43
GTEX-11NV4-0005-SM-5N9EX	GTEX-11NV4-0005-SM-5N9EX.Aligned.sortedByCoord.out.patched.md.bam	e469392eae02e092cefe514e1f44ce38	9677656402	dg.ANV0/02e5dc36-8eca-4cae-b565-045608606909
GTEX-11O72-0006-SM-5O9DB	GTEX-11O72-0006-SM-5O9DB.Aligned.sortedByCoord.out.patched.md.bam	8dda22d3234c3ad2ea3d1c89d33d97b0	11682009907	dg.ANV0/f841d68c-9516-44c3-8728-7623be17a81c
GTEX-11OC5-0006-SM-5N9FA	GTEX-11OC5-0006-SM-5N9FA.Aligned.sortedByCoord.out.patched.md.bam	a89182beca5f4f30a11b527c9c608371	8419463426	dg.ANV0/91ea5a01-1e1d-44d0-8bdd-6fb07492913c
GTEX-11OF3-0006-SM-5O9CM	GTEX-11OF3-0006-SM-5O9CM.Aligned.sortedByCoord.out.patched.md.bam	0f9eb94f854a81fc1e5b5b0aa0915411	14422743957	dg.ANV0/43bdde7f-de5e-4e98-80aa-851136c2e72c
GTEX-11ONC-0005-SM-5O9CY	GTEX-11ONC-0005-SM-5O9CY.Aligned.sortedByCoord.out.patched.md.bam	30e99394ea34e55e4c6b73fafa18e4e6	13795929416	dg.ANV0/bb1b6d0d-02df-4a4d-b734-0a83f8946391
GTEX-11P7K-0006-SM-5N9FM	GTEX-11P7K-0006-SM-5N9FM.Aligned.sortedByCoord.out.patched.md.bam	16d5a6b7aa92e2ad86116a8f52016cb3	9091569230	dg.ANV0/e9914cb9-2c5b-4ca6-8670-8811cc380c8a
GTEX-11P81-0006-SM-5NQ7A	GTEX-11P81-0006-SM-5NQ7A.Aligned.sortedByCoord.out.patched.md.bam	c65dbaf1e8b8be63e9ba6812c77bc1c5	6538962163	dg.ANV0/9d956e2f-60f8-4ddb-bc73-450623d74588
GTEX-11P82-0006-SM-5N9FY	GTEX-11P82-0006-SM-5N9FY.Aligned.sortedByCoord.out.patched.md.bam	e1016e2202eb5e4bfba76ec51864206b	9050565212	dg.ANV0/f67b3237-83a0-41bf-a029-e62bf5f762fa
GTEX-11PRG-0005-SM-5NQ6X	GTEX-11PRG-0005-SM-5NQ6X.Aligned.sortedByCoord.out.patched.md.bam	ea7d5b9cb0c1f7c99f0a23b0bd181fc0	10242496640	dg.ANV0/72fe63a0-5a13-40b0-8921-4741c1800132
GTEX-11TT1-0005-SM-5NQ8Y	GTEX-11TT1-0005-SM-5NQ8Y.Aligned.sortedByCoord.out.patched.md.bam	65a36a819e5e62b95aad88279e3c8f9a	7228348297	dg.ANV0/c7ae1001-79dd-46d0-a420-6c45bb7eb4be
GTEX-11TTK-0005-SM-5O9BX	GTEX-11TTK-0005-SM-5O9BX.Aligned.sortedByCoord.out.patched.md.bam	a0a1f1eb525e366c214625d48caf7c29	15616020915	dg.ANV0/dc25a3c5-d1de-4b44-9e9a-8066537d111c
GTEX-11TUW-0006-SM-5LZW2	GTEX-11TUW-0006-SM-5LZW2.Aligned.sortedByCoord.out.patched.md.bam	e314f3b1e0564eacb4d82fc55bb5d3a0	5707293625	dg.ANV0/b97d8a5c-24be-4526-99b2-61ca73385448
GTEX-11UD2-0005-SM-5NQ9B	GTEX-11UD2-0005-SM-5NQ9B.Aligned.sortedByCoord.out.patched.md.bam	2ecd11ad979759f8795776fbeefef968	6330340149	dg.ANV0/da845c8d-dad6-4b76-b333-471a11fa9d13
GTEX-11VI4-0006-SM-5N9D8	GTEX-11VI4-0006-SM-5N9D8.Aligned.sortedByCoord.out.patched.md.bam	e8c0549340a5e5a01c1624d2b8e6a68e	8701739737	dg.ANV0/97790eec-ab85-447c-a506-b313f46997ca
GTEX-11WQC-0006-SM-5LZVP	GTEX-11WQC-0006-SM-5LZVP.Aligned.sortedByCoord.out.patched.md.bam	51acfb740f328a5c7e0e699b1df38bf5	5406438944	dg.ANV0/03df020b-f4b0-4790-9804-208e0e7e6024
GTEX-11WQK-0005-SM-5O9AV	GTEX-11WQK-0005-SM-5O9AV.Aligned.sortedByCoord.out.patched.md.bam	1af2f76561e56e107ab0dce83012a964	11887191730	dg.ANV0/584ec732-63b6-468a-a2e1-53fcc2dd27b3
GTEX-11XUK-0005-SM-5LU9F	GTEX-11XUK-0005-SM-5LU9F.Aligned.sortedByCoord.out.patched.md.bam	6ee11077d3eea356c28efe27ae45bc37	5975340477	dg.ANV0/02c9bac7-0a9d-4fd0-8857-36a416d6a11e
GTEX-11ZTS-0005-SM-5NQ8A	GTEX-11ZTS-0005-SM-5NQ8A.Aligned.sortedByCoord.out.patched.md.bam	a8f6fed6e86a3a7ab9b1555d5146fd5a	7055088074	dg.ANV0/1a30689e-e32e-4467-9f44-ad974ec3c8fd
GTEX-11ZTT-0006-SM-5N9FX	GTEX-11ZTT-0006-SM-5N9FX.Aligned.sortedByCoord.out.patched.md.bam	5e70e4439ca674f7c91dd31a79c705c8	9109864450	dg.ANV0/9a421331-39f8-46aa-9b8e-10cfbc75d000
GTEX-11ZU8-0005-SM-5PNU5	GTEX-11ZU8-0005-SM-5PNU5.Aligned.sortedByCoord.out.patched.md.bam	6dea46154af4a5b4bd601b993ad47b9b	8358213674	dg.ANV0/a1cbcd08-e65c-49a4-a950-dc47f28f0f77
GTEX-11ZUS-0006-SM-5O9AJ	GTEX-11ZUS-0006-SM-5O9AJ.Aligned.sortedByCoord.out.patched.md.bam	da5137ee584efabe021bb7a20e299a04	5715057078	dg.ANV0/572c7c3a-bf2a-439c-ac95-a49cf8723b84
GTEX-11ZVC-0006-SM-5N9GA	GTEX-11ZVC-0006-SM-5N9GA.Aligned.sortedByCoord.out.patched.md.bam	dd26f58ed726147dc9340ca06cf84c4b	9716245783	dg.ANV0/e1b1259c-f934-49c1-bd90-1b81a7c1f2cc
GTEX-1211K-0006-SM-5MR53	GTEX-1211K-0006-SM-5MR53.Aligned.sortedByCoord.out.patched.md.bam	de12deb6a6d6bf50b10718bbfdfbd069	7146232399	dg.ANV0/491ef5db-697a-4972-8981-977e8453e5a3
GTEX-12126-0006-SM-5O9B8	GTEX-12126-0006-SM-5O9B8.Aligned.sortedByCoord.out.patched.md.bam	8574bced8d6fd0ca7c1aa036a751ef27	8947608132	dg.ANV0/50f0d9a8-3144-45cb-be4a-ac9920a66e01
GTEX-1212Z-0006-SM-5NQ8M	GTEX-1212Z-0006-SM-5NQ8M.Aligned.sortedByCoord.out.patched.md.bam	8b31c4300e357dcf818b10449ac277ca	6806472091	dg.ANV0/711c2866-d4ee-424f-85dc-999caeb87481
GTEX-12584-0005-SM-5N9GM	GTEX-12584-0005-SM-5N9GM.Aligned.sortedByCoord.out.patched.md.bam	2a9a28a428cf84abb5e473d16e32d988	10345130688	dg.ANV0/fab26c07-001c-48c5-8ee6-718f39eee6ca
GTEX-12696-0005-SM-5LZYS	GTEX-12696-0005-SM-5LZYS.Aligned.sortedByCoord.out.patched.md.bam	58f482b58dfc22edd606906b9b324e6c	6062868728	dg.ANV0/1bb98b8e-ffb8-4e57-8473-8c19d010604e
GTEX-1269C-0005-SM-5N9CJ	GTEX-1269C-0005-SM-5N9CJ.Aligned.sortedByCoord.out.patched.md.bam	71316b5faf258f6bcf2c4e159c199ed6	8168289774	dg.ANV0/606c0615-9de2-4db5-8dcb-f0a92353a2c0
GTEX-12BJ1-0006-SM-5SIB5	GTEX-12BJ1-0006-SM-5SIB5.Aligned.sortedByCoord.out.patched.md.bam	cbeeb234c17e4ab348bdb2a0cb05d237	8189918930	dg.ANV0/9e752e99-e883-4526-b897-8b0ebaa5c025
GTEX-12C56-0006-SM-5N9E9	GTEX-12C56-0006-SM-5N9E9.Aligned.sortedByCoord.out.patched.md.bam	3b06b2844ac2700d58edc67e896c0da6	12769381681	dg.ANV0/7fe2d6c3-6b93-4c02-83cc-0aa56af80353
GTEX-12KS4-0005-SM-5SI94	GTEX-12KS4-0005-SM-5SI94.Aligned.sortedByCoord.out.patched.md.bam	24c0fac309a04fbbaecc9681032bc4ae	7042694171	dg.ANV0/3da99997-8371-4a43-8380-f19f30df783f
GTEX-12WSC-0005-SM-5MR3H	GTEX-12WSC-0005-SM-5MR3H.Aligned.sortedByCoord.out.patched.md.bam	219295de1e7d15d3dd73bb694c49b25f	6937978754	dg.ANV0/5762cd87-72d3-471e-ac05-96be3a5c0114
GTEX-12WSD-0005-SM-5N9FZ	GTEX-12WSD-0005-SM-5N9FZ.Aligned.sortedByCoord.out.patched.md.bam	2a2806c3e3ea02aa3af157c1cbe7ef78	8870969107	dg.ANV0/197bdbe8-4c70-45bb-afdd-c0e1ddfc85da
GTEX-12WSE-0005-SM-5NQAE	GTEX-12WSE-0005-SM-5NQAE.Aligned.sortedByCoord.out.patched.md.bam	1a42ef7a4536a770c87d36540f9d66e0	9481212525	dg.ANV0/95996928-56c8-46ce-81d0-79e0500d52ba
GTEX-12WSF-0005-SM-5NQAQ	GTEX-12WSF-0005-SM-5NQAQ.Aligned.sortedByCoord.out.patched.md.bam	8424ea35203209a449c8c3f531357639	10385475620	dg.ANV0/abcdc7da-3e09-4fe2-92d9-6d069f08d3ba
GTEX-12WSG-0005-SM-5NQA2	GTEX-12WSG-0005-SM-5NQA2.Aligned.sortedByCoord.out.patched.md.bam	e030ad6bac428fb1307dcbaa23147a5e	11755768848	dg.ANV0/3a56ba0b-646e-47bc-8af1-c3b91f29ccef
GTEX-12WSH-0005-SM-5NQ9P	GTEX-12WSH-0005-SM-5NQ9P.Aligned.sortedByCoord.out.patched.md.bam	417db0337d0dd9dfc880b0247a52555d	8659720029	dg.ANV0/4da33b86-6e06-4801-a9b9-289fe243a603
GTEX-12WSI-0005-SM-5O99K	GTEX-12WSI-0005-SM-5O99K.Aligned.sortedByCoord.out.patched.md.bam	9cdc360c895d1ea5696e524d798a0c28	8517530339	dg.ANV0/845999d6-7044-4793-8ced-5ac3e7837f84
GTEX-12WSJ-0005-SM-5LU8S	GTEX-12WSJ-0005-SM-5LU8S.Aligned.sortedByCoord.out.patched.md.bam	9238a1700eb36701cb4272eea933c7eb	5131524610	dg.ANV0/2a5897fb-27ef-486d-9252-ff8b8cc95b94
GTEX-12WSK-0006-SM-5NQA1	GTEX-12WSK-0006-SM-5NQA1.Aligned.sortedByCoord.out.patched.md.bam	6b022542a60bf396268b3b34a422a7a1	9786471370	dg.ANV0/52a4aca7-d624-4c4d-ad5e-3ac8e9cf52f3
GTEX-12WSL-0005-SM-5NQAD	GTEX-12WSL-0005-SM-5NQAD.Aligned.sortedByCoord.out.patched.md.bam	4bcb63677e165a5106bd8e5f13b6ea61	7624306907	dg.ANV0/d885c44c-c4ae-4b01-ad81-fafbe8505e7b
GTEX-12WSM-0005-SM-5NQB3	GTEX-12WSM-0005-SM-5NQB3.Aligned.sortedByCoord.out.patched.md.bam	b02580066d0cd360b331226a6c134b4d	10654423875	dg.ANV0/2f695326-a35a-4833-a319-34e8bb08b541
GTEX-12WSN-0006-SM-5NQAP	GTEX-12WSN-0006-SM-5NQAP.Aligned.sortedByCoord.out.patched.md.bam	0dca13cab4d4ce88b54aeaab9f68cc95	8135067686	dg.ANV0/8fa5aa7d-14be-425d-95cb-2bcbe4e0aeea
GTEX-12ZZW-0005-SM-5O9BY	GTEX-12ZZW-0005-SM-5O9BY.Aligned.sortedByCoord.out.patched.md.bam	41f01773d1a334af03ad4179dfc3454d	12161327307	dg.ANV0/99ccff47-5501-498e-99e9-659e389e9051
GTEX-12ZZX-0005-SM-5O9A9	GTEX-12ZZX-0005-SM-5O9A9.Aligned.sortedByCoord.out.patched.md.bam	9ed5e5503ecad096231b0b72d99f55f0	9132748949	dg.ANV0/a2c0d19f-3ab9-4aca-a688-bc5073925de2
GTEX-13111-0005-SM-5NQ7Z	GTEX-13111-0005-SM-5NQ7Z.Aligned.sortedByCoord.out.patched.md.bam	6a714f6f8c1aef15fbacb478992b6199	7096787766	dg.ANV0/a552e52d-1253-4336-ba89-350f5926ebab
GTEX-13113-0006-SM-5NQ7X	GTEX-13113-0006-SM-5NQ7X.Aligned.sortedByCoord.out.patched.md.bam	5569415068decdfd586dac45bd4d3741	6956367079	dg.ANV0/06882789-c65a-41ec-b4fc-c3939c7a0ec3
GTEX-1313W-0006-SM-5O9B1	GTEX-1313W-0006-SM-5O9B1.Aligned.sortedByCoord.out.patched.md.bam	bc1a0b155ec0d47cd276ce33ae4452d3	8016415327	dg.ANV0/2aacd4b4-e6e4-4a46-8563-784c1d71d81d
GTEX-1314G-0005-SM-5NQ9O	GTEX-1314G-0005-SM-5NQ9O.Aligned.sortedByCoord.out.patched.md.bam	7d7363c6de67c0d2339a23a66f511406	12816850242	dg.ANV0/dcc4bc21-ced8-4183-9fc2-3abaa5a618c8
GTEX-131XE-0006-SM-5P9F9	GTEX-131XE-0006-SM-5P9F9.Aligned.sortedByCoord.out.patched.md.bam	4f01acd0606f4514bcad9cbdea7ad5c8	15296554415	dg.ANV0/0b3015aa-a48b-41e9-8e0b-8d3f119a7db6
GTEX-131XF-0006-SM-5P9HK	GTEX-131XF-0006-SM-5P9HK.Aligned.sortedByCoord.out.patched.md.bam	61df552acc037e1c7a32e3a11ce10a2d	11910953620	dg.ANV0/f065c389-c4c5-436f-90d1-f743b6c04372
GTEX-131XG-0006-SM-5O9CE	GTEX-131XG-0006-SM-5O9CE.Aligned.sortedByCoord.out.patched.md.bam	4784b82162f1c80dc50f67cacb06f5d2	9364496126	dg.ANV0/149eb85d-b1c3-4ad8-b785-6fe39673d11b
GTEX-131XH-0006-SM-5O98V	GTEX-131XH-0006-SM-5O98V.Aligned.sortedByCoord.out.patched.md.bam	208731537c19f0f28f8ece289e9515e6	9963683015	dg.ANV0/40eaf5eb-9bb2-44c8-aaff-7fb293cc92d6
GTEX-131XW-0006-SM-5O9AO	GTEX-131XW-0006-SM-5O9AO.Aligned.sortedByCoord.out.patched.md.bam	2fe746901848bb3672b56384a1f4dac3	7806728825	dg.ANV0/16e5af1d-3822-457f-839c-9e2ad1362762
GTEX-131YS-0005-SM-5NQAS	GTEX-131YS-0005-SM-5NQAS.Aligned.sortedByCoord.out.patched.md.bam	0b721b73f77593106e51bad9bdef55f4	9034754169	dg.ANV0/70282ea5-4fba-4d1f-8a9a-929781d0a020
GTEX-132AR-0006-SM-5NQ7N	GTEX-132AR-0006-SM-5NQ7N.Aligned.sortedByCoord.out.patched.md.bam	5d240fc3f4ab1f8b33f677c4403fe24c	5733859740	dg.ANV0/7db362b8-e19b-4221-a1b8-961158a60a27
GTEX-132NY-0005-SM-5O9AC	GTEX-132NY-0005-SM-5O9AC.Aligned.sortedByCoord.out.patched.md.bam	f46a7681bf7b69fde48441cc311eeda7	7562872222	dg.ANV0/3ab4e47d-50da-4ed0-a39f-8fc3bf9e7e54
GTEX-132Q8-0006-SM-5NQA4	GTEX-132Q8-0006-SM-5NQA4.Aligned.sortedByCoord.out.patched.md.bam	71b3e79aed9587e08ef27d401eabfb32	12430441055	dg.ANV0/ea60b784-54ce-4523-bd5f-017c25e1ac16
GTEX-132QS-0005-SM-5LZXK	GTEX-132QS-0005-SM-5LZXK.Aligned.sortedByCoord.out.patched.md.bam	b1b5f8deebd15e1374ec28fe259cf739	5983934787	dg.ANV0/83f6b785-1f2e-4461-85d7-ece84dc3b5f7
GTEX-1339X-0005-SM-5O9CQ	GTEX-1339X-0005-SM-5O9CQ.Aligned.sortedByCoord.out.patched.md.bam	9b697b0f54c888ea4c08c1eded7f594c	9863224032	dg.ANV0/152ea085-1d4a-4ce5-94d8-ffb0e9af2a91
GTEX-1399R-0006-SM-5N9FR	GTEX-1399R-0006-SM-5N9FR.Aligned.sortedByCoord.out.patched.md.bam	43980ff439a6fed3981c09fd264a6ecd	9004717121	dg.ANV0/8afeaca8-d266-47ba-84ec-2f3d87881a3b
GTEX-1399S-0006-SM-5NQ7U	GTEX-1399S-0006-SM-5NQ7U.Aligned.sortedByCoord.out.patched.md.bam	59891d14b8f6ffe558fc05c8167bf172	5693999419	dg.ANV0/b3cf957b-3af6-4c69-9b86-83fc52213773
GTEX-1399U-0005-SM-5NQ8K	GTEX-1399U-0005-SM-5NQ8K.Aligned.sortedByCoord.out.patched.md.bam	7a9a86c3cd05c84e9eced88c97140ea5	5084969307	dg.ANV0/7760bd5d-e63f-4791-a145-011f1f5f33a0
GTEX-139D8-0006-SM-5LZX8	GTEX-139D8-0006-SM-5LZX8.Aligned.sortedByCoord.out.patched.md.bam	e410e06346e5ca8f5adc95aac438c183	5722496924	dg.ANV0/a2d7bdbd-399d-4fa5-9b44-a455d56d3fa2
GTEX-139T6-0006-SM-5LU92	GTEX-139T6-0006-SM-5LU92.Aligned.sortedByCoord.out.patched.md.bam	777f0581b9a1d94c92feaad60d7d25b6	5986205127	dg.ANV0/5792a887-18e3-48ef-a072-8baa47cd2d49
GTEX-139T8-0006-SM-5NQ6V	GTEX-139T8-0006-SM-5NQ6V.Aligned.sortedByCoord.out.patched.md.bam	1a70d9f5966dc1097f3bd65d9a71c31d	8146733015	dg.ANV0/251a16f8-cbf3-4c31-837b-2866e751c7c3
GTEX-139TS-0005-SM-5NQC1	GTEX-139TS-0005-SM-5NQC1.Aligned.sortedByCoord.out.patched.md.bam	0be29383378fade82da36c1333cf56ea	7650980557	dg.ANV0/68f539eb-b1c7-4003-9844-788e0778deee
GTEX-139TT-0006-SM-5O9CG	GTEX-139TT-0006-SM-5O9CG.Aligned.sortedByCoord.out.patched.md.bam	ee90f9b06986d2b9ff7949fc7e51b753	13197186803	dg.ANV0/bac51bad-6503-4b9f-a667-ca10a46db812
GTEX-139TU-0006-SM-5LZVN	GTEX-139TU-0006-SM-5LZVN.Aligned.sortedByCoord.out.patched.md.bam	836ab47dddc4250733219dbdda891db3	5469716094	dg.ANV0/ab111029-976b-456e-85d2-1aa9235f9429
GTEX-139UW-0005-SM-5NQ8U	GTEX-139UW-0005-SM-5NQ8U.Aligned.sortedByCoord.out.patched.md.bam	c4a2c4088470ea23a2a0e9f62fda49fd	7857256081	dg.ANV0/c062164e-3a91-468c-8998-7c5feb5266b9
GTEX-13CF2-0006-SM-5O99L	GTEX-13CF2-0006-SM-5O99L.Aligned.sortedByCoord.out.patched.md.bam	13c6484153fe933ddaf79dc44610798b	9902083513	dg.ANV0/ade59d5d-abad-44a5-b2c6-e12779fe83e2
GTEX-13CF3-0006-SM-5N9ED	GTEX-13CF3-0006-SM-5N9ED.Aligned.sortedByCoord.out.patched.md.bam	5f59636f13ee761e159ca4285f0c9215	11210882115	dg.ANV0/731d45b5-3388-4198-949b-179d53f4ae72
GTEX-13CIG-0006-SM-5P9HF	GTEX-13CIG-0006-SM-5P9HF.Aligned.sortedByCoord.out.patched.md.bam	0c06f005ce247796d9859e6feed5cd92	12249387444	dg.ANV0/28461f8c-45ca-4bb0-a5a7-fc135073466d
GTEX-13CZU-0005-SM-5LU8K	GTEX-13CZU-0005-SM-5LU8K.Aligned.sortedByCoord.out.patched.md.bam	dbd79533a460fe0e0ff91247ef70e69a	6433468915	dg.ANV0/9c709688-c322-440b-a3ff-c0845501dc6c
GTEX-13FTW-0005-SM-5LZVZ	GTEX-13FTW-0005-SM-5LZVZ.Aligned.sortedByCoord.out.patched.md.bam	84b8a2b4e3dfb81afb587c89a54434ff	5487067633	dg.ANV0/5d7bc63c-6cea-4e33-a086-ecbba36de566
GTEX-13FTX-0005-SM-5N9F6	GTEX-13FTX-0005-SM-5N9F6.Aligned.sortedByCoord.out.patched.md.bam	d2b29f3b648834f07bd9ad562257e241	9207263058	dg.ANV0/391da79c-1532-41de-9507-e2cf907e9a4d
GTEX-13FTY-0005-SM-5NQ78	GTEX-13FTY-0005-SM-5NQ78.Aligned.sortedByCoord.out.patched.md.bam	1960e1522981cde366bcaf2f73687e3f	6016628881	dg.ANV0/8f0f1226-5743-4d16-8b49-4c476cb852f1
GTEX-13FTZ-0005-SM-5NQ9N	GTEX-13FTZ-0005-SM-5NQ9N.Aligned.sortedByCoord.out.patched.md.bam	506e1f95739559f3ba90eb0bf472dfd6	10536734645	dg.ANV0/cb9bb7c7-ea74-4309-aa91-8bd2f9f3873f
GTEX-13FXS-0006-SM-5O99X	GTEX-13FXS-0006-SM-5O99X.Aligned.sortedByCoord.out.patched.md.bam	d804236021f5623e41384accbc76c9c2	8486328406	dg.ANV0/5d864ace-4ad2-4493-9fa0-16c834d2abc2
GTEX-13G51-0005-SM-5N9EP	GTEX-13G51-0005-SM-5N9EP.Aligned.sortedByCoord.out.patched.md.bam	7e20413b030c937c8c51a734479749f1	10692872836	dg.ANV0/96988e5c-0655-431a-8f24-70eadf85a640
GTEX-13JUV-0006-SM-5NQ97	GTEX-13JUV-0006-SM-5NQ97.Aligned.sortedByCoord.out.patched.md.bam	f3f29b07138e77081cdbb96f016a0cef	6869523017	dg.ANV0/5687b59f-fc75-44c7-b19b-7388919f82f5
GTEX-13O61-0005-SM-5O9AU	GTEX-13O61-0005-SM-5O9AU.Aligned.sortedByCoord.out.patched.md.bam	187067d016cd298d2e5cfa08b70793a1	4870937061	dg.ANV0/eaf8b0e0-e0d2-4ecb-b00d-ea96b118aca9
GTEX-13OVG-0005-SM-5P9HA	GTEX-13OVG-0005-SM-5P9HA.Aligned.sortedByCoord.out.patched.md.bam	3c975cd823e069988fad006dd74b9293	12353624762	dg.ANV0/88a344d8-e334-4201-a656-43ad18cb8632
